,task_name,epochs,cam_type,repeat_idx,demo_count,control_done,min_distance,final_distance,dataset_type,grasp_loss_lambda,control_gripper_image_paths
166,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.1305538457746396,0.13126228389625177,demo,0.9,[]
167,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.12657065642204418,0.12678876556071564,demo,0.9,[]
168,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.12859779946105745,0.1291110362705163,demo,0.9,[]
169,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.13180185443681483,0.1326135146431534,demo,0.9,[]
170,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.1234524126794098,0.12466069724453863,demo,1.0,[]
171,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.12487784428950922,0.12561753279593688,demo,1.0,[]
172,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.1226533480776274,0.1226533480776274,demo,1.0,[]
173,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.12305599623429668,0.12305599623429668,demo,1.0,[]
174,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.12920591443106544,0.13542047632695264,demo,1.0,[]
175,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.1194066299450906,0.1194066299450906,demo,1.0,[]
176,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.12749688374066734,0.1280932067243554,demo,1.0,[]
177,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.12603350113361442,0.12617359889762472,demo,1.0,[]
178,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.12905484404052092,0.12905484404052092,demo,1.0,[]
179,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.12911697804041436,0.1351552001184951,demo,1.0,[]
180,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.12889186604225744,0.1347627685809726,demo,1.1,[]
181,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.12701800312851202,0.1278938412056338,demo,1.1,[]
182,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.1271720123656592,0.12735293795446523,demo,1.1,[]
183,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.08697175686485797,0.0883158546615995,demo,1.1,[]
184,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.1286928086891905,0.1286928086891905,demo,1.1,[]
185,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.13108496402633027,0.13354726835104933,demo,1.1,[]
186,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.1292399281955515,0.13491308152732517,demo,1.1,[]
187,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.12895378776196084,0.13448035844801057,demo,1.1,[]
188,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.1274666909635438,0.1274666909635438,demo,1.1,[]
189,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.1285330106575142,0.1292330353213749,demo,1.1,[]
190,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.12530368318127708,0.12607857525475244,demo,1.2,[]
191,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.12346168874889746,0.12535449819880962,demo,1.2,[]
192,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.1216869380342202,0.1216869380342202,demo,1.2,[]
193,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.12850051144675725,0.12850051144675725,demo,1.2,[]
194,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.1261859283318574,0.12722322365707509,demo,1.2,[]
195,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.12990232321524717,0.13584192286242308,demo,1.2,[]
196,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.1291369370363311,0.13526567127600914,demo,1.2,[]
197,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.12295361371366738,0.12295361371366738,demo,1.2,[]
198,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.12917757878336159,0.13190268148007991,demo,1.2,[]
199,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.12091048650091991,0.12091048650091991,demo,1.2,[]
200,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,0,1,False,0.10207479426719471,0.11549137773942973,demo,0.8,[]
201,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,1,1,False,0.1031599712764169,0.1286764387695516,demo,0.8,[]
202,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,2,1,False,0.10126357700182269,0.10949864261721678,demo,0.8,[]
203,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,3,1,False,0.10174536969257915,0.10174536969257915,demo,0.8,[]
204,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,4,1,False,0.08520628621627142,0.10553639539633443,demo,0.8,[]
205,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,5,1,False,0.11430425391271475,0.14019626313842656,demo,0.8,[]
206,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,6,1,False,0.08543473013452321,0.0854660208208626,demo,0.8,[]
207,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,7,1,False,0.12269474590269865,0.144274462260325,demo,0.8,[]
208,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,8,1,False,0.10029274545964402,0.10029274545964402,demo,0.8,[]
209,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,9,1,False,0.113803281794904,0.13685849024194077,demo,0.8,[]
210,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,0,1,False,0.0959638293366369,0.12651752049328918,demo,0.9,[]
211,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,1,1,False,0.12285305827017966,0.14531876019866416,demo,0.9,[]
212,Vision_Static,100,wrist+l_shoulder+r_shoulder+wrist_depth,2,1,False,0.12650512576638887,0.15059854524729407,demo,0.9,[]
